"ID";"broodID";"nestsiteID";"species";"weight_nest";"feathers_nest_nb";"lining_nest_material";"maleID";"femaleID";"parent1ID";"parent2ID";"parent3ID";"min_nr_ad_feeding";"information";"year";"day_nest_build_start";"month_nest_build_start";"day_raw_nest";"month_raw_nest";"day_full_nest";"month_full_nest";"weight_clutch";"day first egg";"month first egg";"accuracy first egg";"number of eggs";"days laying eggs";"day_incubation_start";"month_incubation_start";"accuracy_incubation_start";"day hatching first egg";"month hatching first egg";"accuracy_hatching";"days hatching chicks";"number of nestlings_early";"age of nestlings_early";"age difference";"number of nestlings_late";"age of nestlings_late";"number of fledglings";"day of fledging";"month of fledging";"accuracy fledging";"day_egg_loss";"month_of_egg_loss";"accuracy_date_egg_loss";"cause of egg loss";"day_of_death_nestlings";"month_of_death_nestlings";"accuracy_data_death_nestling";"cause of death nestlings";"notes";"owner_data";"incubation_temp";"microclim_temp";"nest_camera";"min_nr_nestl_late"
6619516;"CarexSW_24a";"CarexSW";"Montifringilla nivalis";;;;"N   687101";;"unringed";;;"2";;2024.00;;;;;;;;30.00;5.00;4.00;;;3.00;6.00;3.00;16.00;6.00;1.50;;;;;;;;"6";7.00;1.00;;;;;;;;;;;;;;
6619517;"Hotel_Furka_NWrightWindowRoof_24a";"Hotel_Furka_NWrightWindowRoof";"Montifringilla nivalis";;;;;;"metal ring";;;"1";;2024.00;;;;;;;;23.00;5.00;7.00;;;27.00;5.00;6.00;9.00;6.00;4.50;;;;;;;;"29";6.00;4.00;;;;;;;;;;;;;;
6619518;"Hotel_Furka_SE_Wall_24a";"Hotel_Furka_SE_Wall";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2024.00;;;;;;;;4.00;6.00;5.00;;;8.00;6.00;4.00;21.00;6.00;2.50;;;;;;;;"11";7.00;2.50;;;;;;;;;;;;;;
6619519;"BarnValais_concretehouse_roofcornerSW_24a";"BarnValais_concretehouse_roofcornerSW";"Montifringilla nivalis";;;;"N   630721";"N   687330";;;;"2";;2024.00;;;;;;;;4.00;6.00;5.50;;;8.00;6.00;4.50;21.00;6.00;3.00;;;;;;;;"11";7.00;3.00;;;;;;;;;;;;;;
6619520;"Barn_Valais_front_4R_24a";"Barn_Valais_front_4R";"Montifringilla nivalis";;;;"N   687384";;"unringed";;;"2";;2024.00;;;;;;;;5.00;6.00;5.50;;;9.00;6.00;4.50;22.00;6.00;3.00;;;;;;;;"12";7.00;2.50;;;;;;;;;;;;;;
6619521;"BelvedereWall_SW_24a";"BelvedereWall_SW";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2024.00;;;;;;;;16.00;6.00;7.00;;;20.00;6.00;6.00;3.00;7.00;4.50;;;;;;;;"23";7.00;4.50;;;;;;;;;;;;;;
6619522;"Furkapass_2128_Wall_S_24a";"Furkapass_2128_Wall_S";"Montifringilla nivalis";;;;"N   687391";;"unringed";;;"2";;2024.00;;;;;;;;30.00;5.00;4.00;;;3.00;6.00;3.00;16.00;6.00;1.50;;;;;;;;"6";7.00;1.00;;;;;;;;;;;;;;
6619523;"Furkastrasse_P2124_wall_S_24a";"Furkastrasse_P2124_wall_S";"Montifringilla nivalis";;;;;;"unringed";"white ring";;"1";;2024.00;;;;;;;;12.00;7.00;12.50;;;16.00;7.00;11.50;29.00;7.00;10.00;;;;;;;;"18";8.00;10.00;;;;;;;;;;;;;;
6619524;"HouseObriTolenSW_24a";"HouseObriTolenSW";"Montifringilla nivalis";;;;;;"N   687496";"unringed";;"2";;2024.00;;;;;;;;5.00;6.00;9.50;;;9.00;6.00;8.50;22.00;6.00;7.00;;;;;;;;"12";7.00;6.50;;;;;;;;;;;;;;
6619525;"Grimsel_road_Plaenggerli_right_SSE_24a";"Grimsel_road_Plaenggerli_right_SSE";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2024.00;;;;;;;;5.00;6.00;9.50;;;9.00;6.00;8.50;22.00;6.00;7.00;;;;;;;;"12";7.00;6.50;;;;;;;;;;;;;;
6619526;"SidlhornbahnBergstation_N_L_24a";"SidlhornbahnBergstation_N_L";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2024.00;;;;;;;;5.00;6.00;9.50;;;9.00;6.00;8.50;22.00;6.00;7.00;;;;;;;;"12";7.00;6.50;;;;;;;;;;;;;;
6619527;"SiedelhornbahnBergstation_pylone1_S_R_24a";"SiedelhornbahnBergstation_pylone1_S_R";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2024.00;;;;;;;;12.00;7.00;12.50;;;16.00;7.00;11.50;29.00;7.00;10.00;;;;;;;;"18";8.00;10.00;;;;;;;;;;;;;;
6619528;"Bonistock10_N_R_24a";"Bonistock10_N_R";"Montifringilla nivalis";;;;;;"N   687455";;;"1";;2024.00;;;;;;;;3.00;6.00;7.00;;;7.00;6.00;6.00;20.00;6.00;4.50;;;;;;;;"10";7.00;4.00;;;;;;;;;;;;;;
6619529;"Erzegglift3_SE_L_24a";"Erzegglift3_SE_L";"Montifringilla nivalis";;;;;;;;;;;2024.00;;;;;;;;11.00;5.00;4.50;;;15.00;5.00;3.50;28.00;5.00;2.00;;;;;;;;"17";6.00;1.50;;;;;;;;;;;;;;
6619530;"Erzegglift7_SE_R_24a";"Erzegglift7_SE_R";"Montifringilla nivalis";;;;;"N   687431";;;;"1";;2024.00;;;;;;;;19.00;5.00;6.50;;;23.00;5.00;5.50;5.00;6.00;4.00;;;;;;;;"25";6.00;3.50;;;;;;;;;;;;;;
6619531;"Erzegg11_SE_R_24a";"Erzegg11_SE_R";"Montifringilla nivalis";;;;"N   687225";;"metal ring";;;"2";;2024.00;;;;;;;;25.00;5.00;6.00;;;29.00;5.00;5.00;11.00;6.00;3.50;;;;;;;;"1";7.00;3.00;;;;;;;;;;;;;;
6619532;"Erzegg15_NW_L_24a";"Erzegg15_NW_L";"Montifringilla nivalis";;;;;;"N   630630";"unringed";;"2";;2024.00;;;;;;;;25.00;5.00;6.00;;;29.00;5.00;5.00;11.00;6.00;3.50;;;;;;;;"1";7.00;3.00;;;;;;;;;;;;;;
6619533;"ChringenE_24a";"ChringenE";"Montifringilla nivalis";;;;;;;;;;;2024.00;;;;;;;;3.00;6.00;7.00;;;7.00;6.00;6.00;20.00;6.00;4.50;;;;;;;;"10";7.00;4.00;;;;;;;;;;;;;;
6619534;"Joch7_24a";"Joch7";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2024.00;"8";"6";"12";"6";"14";"6";;15.00;6.00;0.00;;"1-2-3-4";19.00;6.00;1.00;1.00;7.00;0.00;"1-1-2-2";4.00;"0";1.00;"3";"20";;"22";7.00;1.00;;;;;;;;;;;;;"CO19";
6619535;"Jochpass4_S_R_24a";"Jochpass4_S_R";"Montifringilla nivalis";;;;"N   566856";;;;;"1";;2024.00;;;;;;;;14.00;5.00;10.00;;;18.00;5.00;9.00;31.00;5.00;7.50;;;;;;;;"20";6.00;7.00;;;;;;;;;;;;;;
6619536;"Jochpass6_S_L_24a";"Jochpass6_S_L";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2024.00;;;;;;;;24.00;5.00;3.50;;;28.00;5.00;2.50;10.00;6.00;1.00;;;;;;;;"30";6.00;1.00;;;;;;;;;;;;;;
6619537;"Jochpass8_S_R_24a";"Jochpass8_S_R";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2024.00;;;;;;;;30.00;5.00;6.50;;;3.00;6.00;5.50;16.00;6.00;4.00;;;;;;;;"6";7.00;3.50;;;;;;;;;;;;;;
6619538;"Jochpass10_S_R_24a";"Jochpass10_S_R";"Montifringilla nivalis";;;;;;"metal ring";;;"1";;2024.00;;;;;;;;24.00;5.00;4.00;;;28.00;5.00;3.00;10.00;6.00;1.50;;;;;;;;"30";6.00;1.00;;;;;;;;;;;;;;
6619539;"Jochpass11_N_L_24a";"Jochpass11_N_L";"Montifringilla nivalis";;;;;;;;;;;2024.00;;;;;;;;23.00;6.00;9.00;;;27.00;6.00;8.00;10.00;7.00;6.50;;;;;;;;"30";7.00;6.00;;;;;;;;;;;;;;
6619540;"Jochpass12_S_R_24a";"Jochpass12_S_R";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2024.00;;;;;;;;30.00;5.00;6.50;;;3.00;6.00;5.50;16.00;6.00;4.00;;;;;;;;"6";7.00;3.50;;;;;;;;;;;;;;
6619541;"Jochpass13_S_R_24a";"Jochpass13_S_R";"Montifringilla nivalis";;;;;;"unringed";;;"2";;2024.00;;;;;;;;30.00;5.00;6.50;;;3.00;6.00;5.50;16.00;6.00;4.00;;;;;;;;"6";7.00;3.50;;;;;;;;;;;;;;
6619542;"JochstockExpress4_SE_L_24a";"JochstockExpress4_SE_L";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2024.00;;;;;;;;30.00;5.00;6.50;;;3.00;6.00;5.50;16.00;6.00;4.00;;;;;;;;"6";7.00;3.50;;;;;;;;;;;;;;
6619543;"JochstockExpress5_NW_R_24a";"JochstockExpress5_NW_R";"Montifringilla nivalis";;;;;;"unringed";;;"2";;2024.00;;;;;;;;10.00;6.00;8.00;;;14.00;6.00;7.00;27.00;6.00;5.50;;;;;;;;"17";7.00;5.00;;;;;;;;;;;;;;
6619544;"JochstockExpress6_NW_L_24a";"JochstockExpress6_NW_L";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2024.00;;;;;;;;30.00;5.00;6.50;;;3.00;6.00;5.50;16.00;6.00;4.00;;;;;;;;"6";7.00;3.50;;;;;;;;;;;;;;
6619545;"JochstockExpress7_NW_R_24a";"JochstockExpress7_NW_R";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2024.00;;;;;;;;7.00;6.00;6.00;;;11.00;6.00;5.00;24.00;6.00;3.50;;;;;;;;"14";7.00;3.50;;;;;;;;;;;;;;
6619546;"JochsockExpress10_SE_R_24a";"JochsockExpress10_SE_R";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2024.00;;;;;;;;10.00;6.00;8.00;;;14.00;6.00;7.00;27.00;6.00;5.50;;;;;;;;"17";7.00;5.00;;;;;;;;;;;;;;
6619547;"Engstligensee7_ENE_R_24a";"Engstligensee7_ENE_R";"Montifringilla nivalis";;;;;;;;;;;2024.00;;;;;;;;28.00;5.00;8.50;;;1.00;6.00;7.50;14.00;6.00;6.00;;;;;;;;"4";7.00;5.50;;;;;;;;;;;;;;
6619548;"Engstligensee8_NE_R_24a";"Engstligensee8_NE_R";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2024.00;;;;;;;;28.00;5.00;8.50;;;1.00;6.00;7.50;14.00;6.00;6.00;;;;;;;;"4";7.00;5.50;;;;;;;;;;;;;;
6619549;"Engstligensee12_WSW_R_24a";"Engstligensee12_WSW_R";"Montifringilla nivalis";;;;;;;;;;;2024.00;;;;;;;;28.00;5.00;8.50;;;1.00;6.00;7.50;14.00;6.00;6.00;;;;;;;;"4";7.00;5.50;;;;;;;;;;;;;;
6619550;"Gaemsplanggen3_NW_24a";"Gaemsplanggen3_NW";"Montifringilla nivalis";;;;;;;;;"2";;2024.00;;;;;;;;27.00;5.00;8.00;;;31.00;5.00;7.00;13.00;6.00;5.50;;;;;;;;"3";7.00;5.00;;;;;;;;;;;;;;
6619551;"RauStoeckliNW_24a";"RauStoeckliNW";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2024.00;;;;;;;;27.00;5.00;8.00;;;31.00;5.00;7.00;13.00;6.00;5.50;;;;;;;;"3";7.00;5.00;;;;;;;;;;;;;;
6619552;"RauStoeckli2_NE_24a";"RauStoeckli2_NE";"Montifringilla nivalis";;;;;;;;;;;2024.00;;;;;;;;27.00;5.00;8.00;;;31.00;5.00;7.00;13.00;6.00;5.50;;;;;;;;"3";7.00;5.00;;;;;;;;;;;;;;
6619553;"RauStoeckliW_24a";"RauStoeckliW";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2024.00;;;;;;;;9.00;6.00;4.00;;;13.00;6.00;3.00;26.00;6.00;1.50;;;;;;;;"16";7.00;1.00;;;;;;;;;"fledging deduced from acousic recordings";;;;;
6619554;"Chaemmerli2_E_24a";"Chaemmerli2_E";"Montifringilla nivalis";;;;;;;;;;;2024.00;;;;;;;;27.00;5.00;8.00;;;31.00;5.00;7.00;13.00;6.00;5.50;;;;;;;;"3";7.00;5.00;;;;;;;;;;;;;;
6619555;"Chaemmerli3_E_24a";"Chaemmerli3_E";"Montifringilla nivalis";;;;;;;;;;;2024.00;;;;;;;;27.00;5.00;8.00;;;31.00;5.00;7.00;13.00;6.00;5.50;;;;;;;;"3";7.00;5.00;;;;;;;;;;;;;;
6619556;"Jenatsch1_24a";"Jenatsch1";"Montifringilla nivalis";;;;"unringed";"unringed";;;;"2";;2024.00;;;;;;;;9.00;6.00;3.50;;;13.00;6.00;2.50;26.00;6.00;1.00;;;"9";0.00;;;;"16";7.00;1.50;;;;;;;;;"mites";;;;;
6619557;"Signal9_SE_R_24a";"Signal9_SE_R";"Montifringilla nivalis";;;;"N   687302";;"unringed";;;"2";;2024.00;;;;;;;;19.00;5.00;10.00;;;23.00;5.00;9.00;5.00;6.00;7.00;;;;;;;;"25";6.00;6.50;;;;;;;;;;;;;;
6619558;"Signal12_SE_L_24a";"Signal12_SE_L";"Montifringilla nivalis";;;;;;;;;;;2024.00;;;;;;;;19.00;5.00;10.00;;;23.00;5.00;9.00;5.00;6.00;7.00;;;;;;;;"25";6.00;6.50;;;;;;;;;;;;;;
6619559;"Signal13_SE_L_24a";"Signal13_SE_L";"Montifringilla nivalis";;;;;;;;;;;2024.00;;;;;;;;19.00;5.00;10.00;;;23.00;5.00;9.00;5.00;6.00;7.00;;;;;;;;"25";6.00;6.50;;;;;;;;;;;;;;
6619560;"Signal14_SE_R_24a";"Signal14_SE_R";"Montifringilla nivalis";;;;;;;;;;;2024.00;;;;;;;;19.00;5.00;10.00;;;23.00;5.00;9.00;5.00;6.00;7.00;;;;;;;;"25";6.00;6.50;;;;;;;;;;;;;;
6619561;"Signal15_SE_L_24a";"Signal15_SE_L";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2024.00;;;;;;;;2.00;6.00;8.50;;;6.00;6.00;7.50;19.00;6.00;6.00;;;;;;;;"9";7.00;5.50;;;;;;;;;;;;;;
6619562;"Signal16_SE_R_24a";"Signal16_SE_R";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2024.00;;;;;;;;27.00;5.00;3.00;;;31.00;5.00;2.00;13.00;6.00;0.50;;;;;;;;"3";7.00;0.00;;;;;;;;;;;;;;
6619563;"Signal17_NW_L_24a";"Signal17_NW_L";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2024.00;;;;;;;;2.00;6.00;8.50;;;6.00;6.00;7.50;19.00;6.00;6.00;;;;;;;;"9";7.00;5.50;;;;;;;;;;;;;;
6619564;"Salastrains19_SE_L_24a";"Salastrains19_SE_L";"Montifringilla nivalis";;;;;;"unringed";"unringed";;"2";;2024.00;;;;;;;;11.00;6.00;6.00;;;15.00;6.00;5.00;28.00;6.00;3.50;;;;;;;;"18";7.00;3.50;;;;;;;;;;;;;;
6619565;"Salastrains20_NW_weelL_24a";"Salastrains20_NW_weelL";"Montifringilla nivalis";;;;"N   687001";;"unringed";;;"2";;2024.00;;;;;;;;2.00;6.00;8.50;;;6.00;6.00;7.50;19.00;6.00;6.00;;;;;;;;"9";7.00;5.50;;;;;;;;;;;;;;
6619566;"Randolins7_centre_SW_24a";"Randolins7_centre_SW";"Montifringilla nivalis";;;;;;;;;;;2024.00;;;;;;;;2.00;6.00;8.50;;;6.00;6.00;7.50;19.00;6.00;6.00;;;;;;;;"9";7.00;5.50;;;;;;;;;;;;;;
6619567;"Randolins8_24a";"Randolins8";"Montifringilla nivalis";;;;;;;;;;;2024.00;;;;;;;;2.00;6.00;7.50;;;6.00;6.00;6.50;19.00;6.00;5.00;;;;;;;;"9";7.00;4.50;;;;;;;;;;;;;;
6619568;"Randolins11_NE_center_24a";"Randolins11_NE_center";"Montifringilla nivalis";;;;;;;;;;;2024.00;;;;;;;;2.00;6.00;7.50;;;6.00;6.00;6.50;19.00;6.00;5.00;;;;;;;;"9";7.00;4.50;;;;;;;;;;;;;;
6619569;"PlateauNair11_S_centre_24a";"PlateauNair11_S_centre";"Montifringilla nivalis";;;;"N   630431";;"unringed";;;"2";;2024.00;;;;;;;;20.00;6.00;12.50;;;24.00;6.00;11.50;7.00;7.00;10.00;;;;;;;;"27";7.00;10.00;;;;;;;;;;;;;;
6619570;"PlateauNair12_W_R_24a";"PlateauNair12_W_R";"Montifringilla nivalis";;;;;;;;;"1";;2024.00;;;;;;;;20.00;5.00;8.50;;;24.00;5.00;7.50;6.00;6.00;6.00;;;;;;;;"26";6.00;5.50;;;;;;;;;;;;;;
6619571;"PlateauNair1_E_smallroundhole_24a";"PlateauNair1_E_smallroundhole";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2024.00;;;;;;;;2.00;6.00;8.50;;;6.00;6.00;7.50;19.00;6.00;6.00;;;;;;;;"9";7.00;5.50;;;;;;;;;;;;;;
6619572;"PlateauNair10_SW_R_24a";"PlateauNair10_SW_R";"Montifringilla nivalis";;;;;;;;;;;2024.00;;;;;;;;2.00;6.00;9.00;;;6.00;6.00;8.00;19.00;6.00;6.50;;;;;;;;"9";7.00;6.00;;;;;;;;;;;;;;
6619573;"Marguns8_SW_weelR_24a";"Marguns8_SW_weelR";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2024.00;;;;;;;;2.00;6.00;8.50;;;6.00;6.00;7.50;19.00;6.00;6.00;;;;;;;;"9";7.00;5.50;;;;;;;;;;;;;;
6619574;"Marguns9SE_roundtube_24a";"Marguns9SE_roundtube";"Montifringilla nivalis";;;;;;;;;"2";;2024.00;;;;;;;;19.00;6.00;12.50;;;23.00;6.00;11.50;6.00;7.00;10.00;;;;;;;;"26";7.00;10.00;;;;;;;;;;;;;;
6619575;"TraisFlours_insidebuilding1_24a";"TraisFlours_insidebuilding1";"Montifringilla nivalis";;;;;;"unringed";;;"1";;2024.00;;;;;;;;2.00;6.00;8.50;;;6.00;6.00;7.50;19.00;6.00;6.00;;;;;;;;"9";7.00;5.50;;;;;;;;;;;;;;
